"MBIEInstitutionName1","MBIEInstitutionName2","MBIEInstitutionClass1","MBIEInstitutionClass2","CollaborationRecord"
"Cashmere Health","Southern Rehabilitation Institute","Business Enterprise","Business Enterprise",2
"Cashmere Health","University of Otago","Business Enterprise","Higher Education",2
"Catch Ltd.","University of Auckland","Business Enterprise","Higher Education",1
"Catmed","Unitec","Business Enterprise","Higher Education",1
"Catmed","Veterinary Specialist Group","Business Enterprise","Business Enterprise",1
"Cawthron Institute","CH and Associates","Business Enterprise","Business Enterprise",1
"Cawthron Institute","Common Ground Ltd","Business Enterprise","Private not for profit",1
"Cawthron Institute","Connovation Ltd.","Business Enterprise","Business Enterprise",2
"Cawthron Institute","DairyNZ","Business Enterprise","Business Enterprise",1
"Cawthron Institute","Department of Conservation","Business Enterprise","Government",14
"Cawthron Institute","Eco Research Associates Ltd","Business Enterprise","Business Enterprise",3
"Cawthron Institute","Environment Canterbury","Business Enterprise","Government",3
"Cawthron Institute","ESR","Business Enterprise","Government",6
"Cawthron Institute","Fish and Game NZ","Business Enterprise","Government",1
"Cawthron Institute","Fonterra","Business Enterprise","Business Enterprise",2
"Cawthron Institute","GNS Science","Business Enterprise","Government",1
"Cawthron Institute","Hauraki Maori Trust Board","Business Enterprise","Private not for profit",1
"Cawthron Institute","Horizons Regional Council","Business Enterprise","Government",1
"Cawthron Institute","Jowett Consulting Ltd.","Business Enterprise","Business Enterprise",1
"Cawthron Institute","Kono Seafood","Business Enterprise","Business Enterprise",1
"Cawthron Institute","Koru Environmental Consultants Ltd","Business Enterprise","Business Enterprise",1
"Cawthron Institute","Landcare Research","Business Enterprise","Government",23
"Cawthron Institute","Learning for Sustainability","Business Enterprise","Private not for profit",5
"Cawthron Institute","Lincoln University","Business Enterprise","Higher Education",11
"Cawthron Institute","Manaaki Te Awanui","Business Enterprise","Higher Education",1
"Cawthron Institute","Massey University","Business Enterprise","Higher Education",9
"Cawthron Institute","Ministry for Primary Industries","Business Enterprise","Government",1
"Cawthron Institute","Nelson Marlborough Fish and Game","Business Enterprise","Private not for profit",1
"Cawthron Institute","Nelson Marlborough Institute of Technology","Business Enterprise","Higher Education",1
"Cawthron Institute","Nelson Marlborough Regional Council","Business Enterprise","Government",1
"Cawthron Institute","New Zealand King Salmon","Business Enterprise","Business Enterprise",1
"Cawthron Institute","NIWA","Business Enterprise","Government",21
"Cawthron Institute","Northcott Research Consultants Ltd.","Business Enterprise","Business Enterprise",1
"Cawthron Institute","Northland Regional Council","Business Enterprise","Government",1
"Cawthron Institute","Otago Regional Council","Business Enterprise","Government",4
"Cawthron Institute","Pansophy Ltd","Business Enterprise","Business Enterprise",2
"Cawthron Institute","Plant and Food Research","Business Enterprise","Government",8
"Cawthron Institute","Rolleston Veterinary Clinic","Business Enterprise","Business Enterprise",1
"Cawthron Institute","Scion","Business Enterprise","Government",2
"Cawthron Institute","Tasman District Council","Business Enterprise","Government",3
"Cawthron Institute","Te Papa Tongarewa","Business Enterprise","Private not for profit",1
"Cawthron Institute","Tiakina Te Taiao Ltd","Business Enterprise","Business Enterprise",1
"Cawthron Institute","University of Auckland","Business Enterprise","Higher Education",29
"Cawthron Institute","University of Canterbury","Business Enterprise","Higher Education",18
"Cawthron Institute","University of Otago","Business Enterprise","Higher Education",40
"Cawthron Institute","University of Waikato","Business Enterprise","Higher Education",61
"Cawthron Institute","Victoria University of Wellington","Business Enterprise","Higher Education",19
"Cawthron Institute","Waikato Regional Council","Business Enterprise","Government",4
"Cawthron Institute","Westland Milk Products","Business Enterprise","Business Enterprise",1
"CBG Health Research Limited","Health Partners Consulting Group","Business Enterprise","Business Enterprise",1
"CBG Health Research Limited","Maori Pharmacists Association","Business Enterprise","Private not for profit",1
"CBG Health Research Limited","Ministry of Health","Business Enterprise","Government",1
"CBG Health Research Limited","University of Auckland","Business Enterprise","Higher Education",2
"CBG Health Research Limited","University of Otago","Business Enterprise","Higher Education",1
"CBG Health Research Limited","Waitemata District Health Board","Business Enterprise","Government",1
"Centennial Health","Milton Health Centre","Business Enterprise","Business Enterprise",1
"Centennial Health","South Link Health Inc.","Business Enterprise","Business Enterprise",1
"Centennial Health","University of Otago","Business Enterprise","Higher Education",1
"Center for Backyard Astrophysics","Centre for Backyard Astrophysics","Private not for profit","Private not for profit",2
"Center for Backyard Astrophysics","Farm Cove Observatory","Private not for profit","Private not for profit",3
"Central and Southern New Zealand Craniofacial Program","Gillies McIndoe Research Institute","Business Enterprise","Business Enterprise",2
"Central and Southern New Zealand Craniofacial Program","Hutt Valley District Health Board","Business Enterprise","Government",2
"Central and Southern New Zealand Craniofacial Program","University of Otago","Business Enterprise","Higher Education",1
"Central and Southern New Zealand Craniofacial Program","Victoria University of Wellington","Business Enterprise","Higher Education",1
"Central City Vets","LWT Animal Nutrition Ltd.","Business Enterprise","Business Enterprise",1
"Central City Vets","Massey University","Business Enterprise","Higher Education",3
"Central Otago Tourism","University of Otago","Government","Higher Education",1
"Central Stories Museum","Landcare Research","Private not for profit","Government",3
"CentralMed","Medical Research Institute of New Zealand","Business Enterprise","Higher Education",2
"CentralMed","Papamoa Pines Medical Centre","Business Enterprise","Business Enterprise",1
"CentralMed","University of Auckland","Business Enterprise","Higher Education",1
"CentralMed","University of Otago","Business Enterprise","Higher Education",1
"CentralMed","Victoria University of Wellington","Business Enterprise","Higher Education",1
"Centre for Backyard Astrophysics","Kumeu Observatory","Private not for profit","Private not for profit",10
"Centre for Backyard Astrophysics","Massey University","Private not for profit","Higher Education",19
"Centre for Backyard Astrophysics","Molehill Astronomical Observatory","Private not for profit","Private not for profit",4
"Centre for Backyard Astrophysics","Possum Observatory","Private not for profit","Private not for profit",11
"Centre for Backyard Astrophysics","Stardome Observatory","Private not for profit","Private not for profit",21
"Centre for Backyard Astrophysics","Turitea Observatory","Private not for profit","Private not for profit",3
"Centre for Backyard Astrophysics","University of Auckland","Private not for profit","Higher Education",19
"Centre for Backyard Astrophysics","University of Canterbury","Private not for profit","Higher Education",33
"Centre for Backyard Astrophysics","Victoria University of Wellington","Private not for profit","Higher Education",18
