"MBIEInstitutionName1","MBIEInstitutionName2","MBIEInstitutionClass1","MBIEInstitutionClass2","CollaborationRecord"
"Paric Limited","University of Auckland","Business Enterprise","Higher Education",1
"Parkinson's New Zealand","University of Auckland","Private not for profit","Higher Education",2
"Parresia Research Limited","University of Auckland","Business Enterprise","Higher Education",1
"Parsons Brinckerhoff","University of Auckland","Business Enterprise","Higher Education",1
"Pasifika Horizon Healthcare","University of Auckland","Business Enterprise","Higher Education",1
"Pasifika Medical Association","Synergia Ltd","Private not for profit","Business Enterprise",1
"Pasifika Medical Association","University of Auckland","Private not for profit","Higher Education",1
"Pasifika Research Ltd","Victoria University of Wellington","Business Enterprise","Higher Education",2
"Pathlab","Pharmaceuticol Ltd","Business Enterprise","Business Enterprise",1
"Pathlab","Skin Centre","Business Enterprise","Business Enterprise",2
"Pathlab","University of Otago","Business Enterprise","Higher Education",1
"Pathlab","Waikato District Health Board","Business Enterprise","Government",1
"Patients First","Sapere Research Group","Private not for profit","Business Enterprise",1
"Patients First","University of Otago","Private not for profit","Higher Education",2
"Paton-Simpson Associates Limited","University of Otago","Business Enterprise","Higher Education",1
"Pattle Delamore Partners Ltd","University of Canterbury","Business Enterprise","Higher Education",1
"Pegasus Health Ltd","University of Auckland","Business Enterprise","Higher Education",1
"Pegasus Health Ltd","University of Canterbury","Business Enterprise","Higher Education",2
"Pegasus Health Ltd","University of Otago","Business Enterprise","Higher Education",7
"Penny and Associates Ltd","Royal New Zealand College of General Practitioners","Business Enterprise","Private not for profit",1
"Penny and Associates Ltd","University of Auckland","Business Enterprise","Higher Education",1
"Penny and Associates Ltd","Waitemata District Health Board","Business Enterprise","Government",1
"Perinatal and Maternal Mortality Review Committee","University of Auckland","Government","Higher Education",2
"Perinatal and Maternal Mortality Review Committee","University of Otago","Government","Higher Education",1
"Perinatal and Maternal Mortality Review Committee","Waikato District Health Board","Government","Government",1
"Petersgate Counselling Centre","University of Canterbury","Business Enterprise","Higher Education",1
"PF Olsen and Company Ltd","Scion","Business Enterprise","Government",2
"PGG Wrightson Seeds Ltd.","Plant Diagnostics Limited","Business Enterprise","Business Enterprise",1
"PHARMAC","Southern District Health Board","Government","Government",1
"PHARMAC","University of Auckland","Government","Higher Education",4
"PHARMAC","University of Otago","Government","Higher Education",4
"Pharmaceuticol Ltd","University of Otago","Business Enterprise","Higher Education",1
"Pharmacy Guild of New Zealand","University of Auckland","Private not for profit","Higher Education",1
"PharmTech Service Limited","University of Auckland","Business Enterprise","Higher Education",2
"PharmTech Service Limited","University of Otago","Business Enterprise","Higher Education",2
"Philosophy of Education Society of Australasia","University of Auckland","Private not for profit","Higher Education",1
"Photonz Corporation Ltd","University of Auckland","Business Enterprise","Higher Education",1
"Pictor Ltd.","University of Auckland","Business Enterprise","Higher Education",1
"Pingar Research","Rivuli Development","Business Enterprise","Business Enterprise",1
"Pingar Research","University of Waikato","Business Enterprise","Higher Education",2
"Pinnacle Group Ltd","University of Auckland","Business Enterprise","Higher Education",1
"Pinnacle Group Ltd","Wintec","Business Enterprise","Higher Education",1
"PipeTechnologies","University of Auckland","Business Enterprise","Higher Education",1
"PipeTechnologies","Watercare Services Ltd.","Business Enterprise","Business Enterprise",1
"Pipfruit New Zealand","Plant and Food Research","Business Enterprise","Government",2
"Planning Consultants Ltd","University of Auckland","Business Enterprise","Higher Education",1
"Planning Consultants Ltd","University of Waikato","Business Enterprise","Higher Education",1
"Plant and Food Research","Plant Protection Chemistry NZ Ltd","Government","Business Enterprise",2
"Plant and Food Research","PlusGroup Limited","Government","Business Enterprise",2
"Plant and Food Research","Potter Building Services Ltd.","Government","Business Enterprise",1
"Plant and Food Research","Quarantine Scientiic Limited","Government","Business Enterprise",1
"Plant and Food Research","Revolution Fibres Ltd","Government","Business Enterprise",1
"Plant and Food Research","Ripesense Limited","Government","Business Enterprise",2
"Plant and Food Research","Royal Society of New Zealand","Government","Private not for profit",1
"Plant and Food Research","Samantha Gray Consulting","Government","Business Enterprise",1
"Plant and Food Research","Scion","Government","Government",30
"Plant and Food Research","Seed Solutions","Government","Business Enterprise",2
"Plant and Food Research","Seeka Kiwifruit Industries","Government","Business Enterprise",3
"Plant and Food Research","Shekinah Berries Limited","Government","Business Enterprise",1
"Plant and Food Research","Solid Energy New Zealand Ltd","Government","Government",1
"Plant and Food Research","Southern Paprika Limited","Government","Business Enterprise",1
"Plant and Food Research","Spray-tec","Government","Business Enterprise",1
"Plant and Food Research","Taste Technologies Ltd.","Government","Business Enterprise",3
"Plant and Food Research","Te Arawa Lakes Trust","Government","Private not for profit",1
"Plant and Food Research","The Virtual Institute of Statistical Genetics","Government","Business Enterprise",1
"Plant and Food Research","Truffles and Mushrooms Ltd.","Government","Business Enterprise",1
"Plant and Food Research","UCOL","Government","Higher Education",1
"Plant and Food Research","Unitec","Government","Higher Education",2
"Plant and Food Research","University of Auckland","Government","Higher Education",272
"Plant and Food Research","University of Canterbury","Government","Higher Education",62
"Plant and Food Research","University of Otago","Government","Higher Education",82
"Plant and Food Research","University of Waikato","Government","Higher Education",37
"Plant and Food Research","Victoria University of Wellington","Government","Higher Education",18
"Plant and Food Research","Waikato Regional Council","Government","Government",3
"Plant and Food Research","Walnut Industry Group","Government","Private not for profit",1
"Plant and Food Research","Westland Milk Products","Government","Business Enterprise",1
"Plant and Food Research","Zespri International Ltd.","Government","Business Enterprise",18
"Plant Protection Chemistry NZ Ltd","SciCon Scientific Consultants","Business Enterprise","Business Enterprise",1
"Plant Protection Chemistry NZ Ltd","Scion","Business Enterprise","Government",5
"Plant Protection Chemistry NZ Ltd","Spray-tec","Business Enterprise","Business Enterprise",2
"PlusGroup Limited","Zespri International Ltd.","Business Enterprise","Business Enterprise",2
"Pohatu Penguins","University of Waikato","Business Enterprise","Higher Education",1
"Polybatics Ltd.","Victoria University of Wellington","Business Enterprise","Higher Education",2
"Porirua City Council","University of Otago","Government","Higher Education",1
"Ports of Auckland Limited","University of Auckland","Government","Higher Education",1
"Positive Thinking Ltd","University of Auckland","Business Enterprise","Higher Education",2
"Possum Observatory","Stardome Observatory","Private not for profit","Private not for profit",16
"Possum Observatory","Turitea Observatory","Private not for profit","Private not for profit",3
"Possum Observatory","University of Auckland","Private not for profit","Higher Education",16
"Possum Observatory","University of Canterbury","Private not for profit","Higher Education",29
"Possum Observatory","Victoria University of Wellington","Private not for profit","Higher Education",15
"Potter Building Services Ltd.","University of Auckland","Business Enterprise","Higher Education",1
"Power Co Ltd.","University of Auckland","Business Enterprise","Higher Education",1
"Power Systems Consultants New Zealand Ltd","Transpower New Zealand Ltd.","Business Enterprise","Business Enterprise",2
"PowerbyProxi Ltd.","University of Auckland","Business Enterprise","Higher Education",5
"Powerhouse Ventures Ltd","University of Canterbury","Business Enterprise","Higher Education",2
"Practitioners First Limited","University of Auckland","Business Enterprise","Higher Education",1
"Practitioners First Limited","West Coast District Health Board","Business Enterprise","Government",1
"Presbyterian Church of New Zealand","University of Auckland","Private not for profit","Higher Education",1
"PriceWaterhouse Coopers (PwC)","University of Auckland","Business Enterprise","Higher Education",1
"PriceWaterhouse Coopers (PwC)","University of Otago","Business Enterprise","Higher Education",1
"PriceWaterhouse Coopers (PwC)","University of Waikato","Business Enterprise","Higher Education",1
"Priestley Structural Engineering","University of Auckland","Business Enterprise","Higher Education",1
"Priestley Structural Engineering","University of Canterbury","Business Enterprise","Higher Education",1
"Private Endodontic Practice","University of Otago","Business Enterprise","Higher Education",1
"ProCare Health Limited","Southern District Health Board","Private not for profit","Government",1
"ProCare Health Limited","University of Auckland","Private not for profit","Higher Education",4
"ProCare Health Limited","Waitemata District Health Board","Private not for profit","Government",1
"ProCare Health Limited","Waitemata Primary Health Organisation","Private not for profit","Private not for profit",1
"Prohealth Physiotherapy Ltd","University of Otago","Business Enterprise","Higher Education",2
"Prohealth Physiotherapy Ltd","West Coast District Health Board","Business Enterprise","Government",1
"Promisia Ltd","Trinity Bioactives Ltd","Business Enterprise","Business Enterprise",1
"Promisia Ltd","University of Otago","Business Enterprise","Higher Education",1
"Proteus Wildlife Research Consultants","Scion","Business Enterprise","Government",1
"Proteus Wildlife Research Consultants","University of Otago","Business Enterprise","Higher Education",4
"Psychological Service","University of Auckland","Business Enterprise","Higher Education",1
"Psychology Centre","University of Auckland","Business Enterprise","Higher Education",2
"Psychology Centre","Waikato District Health Board","Business Enterprise","Government",1
"Pultron Composites Ltd.","Scion","Business Enterprise","Government",6
"Pultron Composites Ltd.","University of Waikato","Business Enterprise","Higher Education",6
"Pyrotek","University of Canterbury","Business Enterprise","Higher Education",4
"Q-Bit Ltd.","University of Canterbury","Business Enterprise","Higher Education",1
"QE Health","University of Auckland","Business Enterprise","Higher Education",1
"Qnique Ltd","University of Auckland","Business Enterprise","Higher Education",1
"Qnique Ltd","University of Otago","Business Enterprise","Higher Education",1
"Qnique Ltd","Victoria University of Wellington","Business Enterprise","Higher Education",1
"QStar Solutions Ltd.","University of Canterbury","Business Enterprise","Higher Education",4
"Quadradix","University of Auckland","Business Enterprise","Higher Education",1
"Quay Park Medical Centre","University of Auckland","Business Enterprise","Higher Education",1
"Quay Park Medical Centre","University of Otago","Business Enterprise","Higher Education",1
"Queens Academic Group","University of Auckland","Higher Education","Higher Education",2
"Quest Integrity Group Ltd.","Southern Photonics Ltd","Business Enterprise","Business Enterprise",3
"Quest Integrity Group Ltd.","University of Auckland","Business Enterprise","Higher Education",7
"Quest Integrity Group Ltd.","University of Canterbury","Business Enterprise","Higher Education",1
"Quest Integrity Group Ltd.","Victoria University of Wellington","Business Enterprise","Higher Education",7
"Quigley and Watts Ltd.","University of Otago","Business Enterprise","Higher Education",2
"Quin Environmentals(NZ) Ltd.","University of Canterbury","Business Enterprise","Higher Education",1
"Quintessence Developments Ltd.","Syft Technologies Ltd","Business Enterprise","Business Enterprise",1
"Quintessence Developments Ltd.","University of Canterbury","Business Enterprise","Higher Education",1
"Quit Group","University of Auckland","Business Enterprise","Higher Education",13
"Quit Group","University of Canterbury","Business Enterprise","Higher Education",1
"Quit Group","University of Otago","Business Enterprise","Higher Education",2
"Quit Group","Waitemata District Health Board","Business Enterprise","Government",1
"Radiata Pine Breeding Company","Scion","Business Enterprise","Government",4
"Radio Spectrum Management","Telecom New Zealand Ltd","Government","Business Enterprise",1
"Radio Spectrum Management","University of Canterbury","Government","Higher Education",1
"Radio Spectrum Management","Victoria University of Wellington","Government","Higher Education",1
"Rakon Ltd.","University of Auckland","Business Enterprise","Higher Education",3
"Rangiora New Life School","University of Canterbury","Government","Higher Education",2
"Rangiora New Life School","University of Otago","Government","Higher Education",1
"Rape Prevention Education-Whakatu Mauri","University of Auckland","Private not for profit","Higher Education",3
"Rauawaawa Kaumatua Charitable Trust","University of Auckland","Private not for profit","Higher Education",1
"Rauawaawa Kaumatua Charitable Trust","University of Otago","Private not for profit","Higher Education",1
"Rauawaawa Kaumatua Charitable Trust","Waikato District Health Board","Private not for profit","Government",1
"Raukatauri Music Therapy Centre","University of Auckland","Business Enterprise","Higher Education",1
"Raukura Hauora O Tainui Trust","University of Otago","Private not for profit","Higher Education",4
"Raukura Hauora O Tainui Trust","Waikato-Tainui College for Research and Development","Private not for profit","Higher Education",2
"Rayonier New Zealand Ltd","Syft Technologies Ltd","Business Enterprise","Business Enterprise",1
"Rayonier New Zealand Ltd","University of Auckland","Business Enterprise","Higher Education",2
"Refugees as Survivors New Zealand","University of Auckland","Private not for profit","Higher Education",1
"Reid Construction Systems Ltd","University of Auckland","Business Enterprise","Higher Education",4
"Reid Construction Systems Ltd","University of Canterbury","Business Enterprise","Higher Education",2
"Renewable Energy","Scion","Business Enterprise","Government",1
"Repromed","University of Auckland","Business Enterprise","Higher Education",1
"Repromed","University of Otago","Business Enterprise","Higher Education",1
"Repromed","Waikato District Health Board","Business Enterprise","Government",1
"Reserve Bank of New Zealand","Statistics New Zealand","Government","Government",1
"Reserve Bank of New Zealand","University of Canterbury","Government","Higher Education",1
"Reserve Bank of New Zealand","University of Otago","Government","Higher Education",2
"Reserve Bank of New Zealand","University of Waikato","Government","Higher Education",6
"Reserve Bank of New Zealand","Victoria University of Wellington","Government","Higher Education",2
"Resilient Organisations","University of Auckland","Business Enterprise","Higher Education",1
"Resilient Organisations","University of Canterbury","Business Enterprise","Higher Education",3
"Resource Teacher: Learning and Behaviour","University of Auckland","Private not for profit","Higher Education",1
"Revolution Fibres Ltd","University of Auckland","Business Enterprise","Higher Education",1
"Revolution Fibres Ltd","University of Canterbury","Business Enterprise","Higher Education",1
"Revolution Fibres Ltd","Victoria University of Wellington","Business Enterprise","Higher Education",1
"Riccarton Rotary","Rotary Club of Riccarton","Private not for profit","Private not for profit",1
"Risk Strategies Research and Consulting","The Challenge of Change","Business Enterprise","Business Enterprise",1
"Risk Strategies Research and Consulting","The Kestral Group Ltd.","Business Enterprise","Business Enterprise",1
"Risk Strategies Research and Consulting","University of Canterbury","Business Enterprise","Higher Education",5
"Rivuli Development","University of Waikato","Business Enterprise","Higher Education",1
"RML Engineering","University of Waikato","Business Enterprise","Higher Education",1
"Roche Products Limited","University of Auckland","Business Enterprise","Higher Education",1
"Rockwell Automation","University of Auckland","Business Enterprise","Higher Education",1
"Rolleston Veterinary Clinic","University of Auckland","Business Enterprise","Higher Education",1
"Ropata Village Medical Centre","University of Auckland","Business Enterprise","Higher Education",3
"Ropata Village Medical Centre","University of Otago","Business Enterprise","Higher Education",1
"Rotorua General Practice Group","University of Auckland","Business Enterprise","Higher Education",1
"Rotorua General Practice Group","University of Otago","Business Enterprise","Higher Education",1
"Rowe Davies Research Ltd","University of Auckland","Business Enterprise","Higher Education",2
"Royal Australian and New Zealand College of Psychiatrists","University of Auckland","Private not for profit","Higher Education",1
"Royal Forest and Bird Protection Society of New Zealand","University of Auckland","Private not for profit","Higher Education",4
"Royal New Zealand College of General Practitioners","University of Auckland","Private not for profit","Higher Education",5
"Royal New Zealand College of General Practitioners","University of Otago","Private not for profit","Higher Education",2
"Royal New Zealand College of General Practitioners","Victoria University of Wellington","Private not for profit","Higher Education",2
"Royal New Zealand College of General Practitioners","Waikato District Health Board","Private not for profit","Government",1
"Royal New Zealand College of General Practitioners","Waitemata District Health Board","Private not for profit","Government",1
"Royal New Zealand Plunket Society","University of Auckland","Private not for profit","Higher Education",3
"Royal New Zealand Plunket Society","University of Canterbury","Private not for profit","Higher Education",3
"Royal New Zealand Plunket Society","University of Otago","Private not for profit","Higher Education",3
"Royal New Zealand Plunket Society","Victoria University of Wellington","Private not for profit","Higher Education",4
"Royal New Zealand Plunket Society","Wellington Astronomical Society","Private not for profit","Private not for profit",1
"Royal New Zealand Plunket Society","Whitireia New Zealand","Private not for profit","Higher Education",1
"Royal Society of New Zealand","University of Auckland","Private not for profit","Higher Education",1
"Royal Society of New Zealand","University of Otago","Private not for profit","Higher Education",1
"Ruaimoko Productions and Consultancy Ltd.","University of Otago","Business Enterprise","Higher Education",2
"Rumenz Ltd","University of Auckland","Business Enterprise","Higher Education",1
"RuralLink","University of Waikato","Business Enterprise","Higher Education",1
"Russell Vickery Associates","University of Auckland","Business Enterprise","Higher Education",1
"Ryder Consulting Ltd","University of Otago","Business Enterprise","Higher Education",1
"S.L.I. Systems","University of Canterbury","Business Enterprise","Higher Education",2
"S.L.I. Systems","University of Otago","Business Enterprise","Higher Education",2
"Sacred Heart College","Unitec","Government","Higher Education",1
"SAFE Programme","University of Auckland","Private not for profit","Higher Education",1
"Safekids New Zealand","University of Auckland","Private not for profit","Higher Education",1
"Saint Helena National Trust","University of Otago","Private not for profit","Higher Education",1
"Saltwater Science Ltd","University of Otago","Business Enterprise","Higher Education",1
"Sanders Consulting Ltd.","University of Auckland","Business Enterprise","Higher Education",1
"Sanders Consulting Ltd.","University of Otago","Business Enterprise","Higher Education",1
"Sapere Research Group","University of Auckland","Business Enterprise","Higher Education",3
"Sapere Research Group","University of Otago","Business Enterprise","Higher Education",6
"Sapere Research Group","Victoria University of Wellington","Business Enterprise","Higher Education",1
"Saville Statistical Consulting Ltd","University of Canterbury","Business Enterprise","Higher Education",1
"ScanTec Ltd","University of Waikato","Business Enterprise","Higher Education",1
"Scion","Timberlands Ltd.","Government","Business Enterprise",1
"Scion","Unitec","Government","Higher Education",2
"Scion","University of Auckland","Government","Higher Education",33
"Scion","University of Canterbury","Government","Higher Education",42
"Scion","University of Otago","Government","Higher Education",9
"Scion","University of Waikato","Government","Higher Education",32
"Scion","Victoria University of Wellington","Government","Higher Education",4
"Scion","Virtual Institute of Statistical Genetics","Government","Business Enterprise",1
"Scion","VSN (NZ) Ltd.","Government","Business Enterprise",1
"Scion","Waiariki Institute of Technology","Government","Higher Education",4
"Scion","Waikato Regional Council","Government","Government",2
"Scion","Wildland Consultants Ltd.","Government","Business Enterprise",1
"Scott Technology Limited","University of Canterbury","Business Enterprise","Higher Education",1
"Scott Technology Limited","University of Otago","Business Enterprise","Higher Education",1
"SecuritEase International","University of Auckland","Business Enterprise","Higher Education",1
"Seeka Kiwifruit Industries","University of Otago","Business Enterprise","Higher Education",1
"Seeka Kiwifruit Industries","Zespri International Ltd.","Business Enterprise","Business Enterprise",1
"Selwyn Centre for Ageing and Spirituality","University of Auckland","Private not for profit","Higher Education",1
"Selwyn Centre for Ageing and Spirituality","University of Otago","Private not for profit","Higher Education",1
"Sense Medical Ltd","University of Canterbury","Business Enterprise","Higher Education",1
"Sense Medical Ltd","University of Otago","Business Enterprise","Higher Education",1
"Sextant Technology Ltd.","Statistics New Zealand","Business Enterprise","Government",1
"Shona Wilson Consultancy Co. Ltd","University of Auckland","Business Enterprise","Higher Education",1
"Silvester Clark","Synergine","Business Enterprise","Business Enterprise",2
"Silvester Clark","The Kestral Group Ltd.","Business Enterprise","Business Enterprise",2
"SIRTRACK Limited","University of Auckland","Business Enterprise","Higher Education",1
"Skin Centre","Skin Dermatology Institute","Business Enterprise","Business Enterprise",1
"Skin Centre","University of Auckland","Business Enterprise","Higher Education",2
"Skin Centre","Waikato District Health Board","Business Enterprise","Government",5
"Skin Dermatology Institute","Skin Specialist Centre","Business Enterprise","Business Enterprise",1
"Skin Dermatology Institute","University of Auckland","Business Enterprise","Higher Education",2
"Skin Specialist Centre","University of Auckland","Business Enterprise","Higher Education",1
"Sky Blue House Ltd.","University of Otago","Business Enterprise","Higher Education",1
"Social Research Consultant","Waikato District Health Board","Business Enterprise","Government",1
"Society of Breast Surgeons of Australia and New Zealand","University of Auckland","Private not for profit","Higher Education",1
"Soil and Land Evaluation Ltd","Waikato Regional Council","Business Enterprise","Government",1
"Solid Energy New Zealand Ltd","University of Auckland","Government","Higher Education",1
"Solid Energy New Zealand Ltd","University of Canterbury","Government","Higher Education",9
"Solid Energy New Zealand Ltd","University of Otago","Government","Higher Education",2
"SolNet Solutions Limited","University of Auckland","Business Enterprise","Higher Education",1
"Solutionsplus","Southern District Health Board","Business Enterprise","Government",1
"Solutionsplus","University of Otago","Business Enterprise","Higher Education",1
"South Canterbury District Health Board","Southern District Health Board","Government","Government",1
"South Canterbury District Health Board","University of Auckland","Government","Higher Education",1
"South Canterbury District Health Board","University of Otago","Government","Higher Education",7
"South Canterbury District Health Board","Waikato District Health Board","Government","Government",1
"South Link Health Inc.","University of Otago","Business Enterprise","Higher Education",1
"South Seas Healthcare Trust","University of Auckland","Private not for profit","Higher Education",2
"South Seas Healthcare Trust","University of Otago","Private not for profit","Higher Education",1
"South Seas Primary Healthcare","Tairawhiti District Health Board","Private not for profit","Government",1
"South Seas Primary Healthcare","University of Auckland","Private not for profit","Higher Education",1
"Southern Clinical Trials Group Ltd.","University of Otago","Business Enterprise","Higher Education",1
"Southern Cochlear Implant Programme","University of Otago","Private not for profit","Higher Education",3
"Southern Community Laboratories Ltd","Southern District Health Board","Business Enterprise","Government",3
"Southern Community Laboratories Ltd","University of Otago","Business Enterprise","Higher Education",9
"Southern Cross Hospital","St George's Medical Centre","Business Enterprise","Business Enterprise",1
"Southern Cross Hospital","University of Otago","Business Enterprise","Higher Education",1
"Southern District Health Board","St George's Medical Centre","Government","Business Enterprise",2
"Southern District Health Board","Tairawhiti District Health Board","Government","Government",3
"Southern District Health Board","University of Auckland","Government","Higher Education",25
"Southern District Health Board","University of Otago","Government","Higher Education",183
"Southern District Health Board","Victoria University of Wellington","Government","Higher Education",3
"Southern District Health Board","Waikato District Health Board","Government","Government",18
"Southern District Health Board","Waitemata District Health Board","Government","Government",6
"Southern District Health Board","Whanganui District Health Board","Government","Government",1
"Southern Geophysical Ltd","University of Canterbury","Business Enterprise","Higher Education",1
"Southern Institute of Technology","University of Otago","Higher Education","Higher Education",2
"Southern Obesity Surgery","University of Otago","Business Enterprise","Higher Education",1
"Southern Photonics Ltd","University of Auckland","Business Enterprise","Higher Education",6
"Southern Photonics Ltd","Victoria University of Wellington","Business Enterprise","Higher Education",3
"Southern Rehabilitation Institute","University of Otago","Business Enterprise","Higher Education",2
"Special Education","University of Waikato","Government","Higher Education",1
"Specialised Architecture Services Ltd","Victoria University of Wellington","Business Enterprise","Higher Education",1
"Spinal Cord Injury Network","University of Auckland","Private not for profit","Higher Education",1
"Spinal Cord Injury Network","University of Otago","Private not for profit","Higher Education",1
"Sport and Recreation New Zealand","University of Auckland","Government","Higher Education",4
"Sport New Zealand","University of Otago","Private not for profit","Higher Education",1
"Sport Waikato","University of Auckland","Business Enterprise","Higher Education",4
"Sport Waikato","Waikato District Health Board","Business Enterprise","Government",7
"Sportsmed","University of Otago","Business Enterprise","Higher Education",1
"Spotswood College","Victoria University of Wellington","Private not for profit","Higher Education",1
"Springer Healthcare","University of Auckland","Business Enterprise","Higher Education",1
"St Cuthbert's College","University of Auckland","Private not for profit","Higher Education",3
"St George's Medical Centre","University of Canterbury","Business Enterprise","Higher Education",1
"St George's Medical Centre","University of Otago","Business Enterprise","Higher Education",9
"St John Ambulance","University of Auckland","Private not for profit","Higher Education",1
"St John Ambulance","University of Otago","Private not for profit","Higher Education",1
"St John Ambulance","Wellington Free Ambulance","Private not for profit","Private not for profit",1
"St Joseph's Healthcare","Waikato District Health Board","Business Enterprise","Government",1
"St Margaret's College","University of Auckland","Private not for profit","Higher Education",1
"St Mary's College","Victoria University of Wellington","Government","Higher Education",1
"St Paul's College","University of Auckland","Government","Higher Education",1
"Staples Rodway","University of Otago","Business Enterprise","Higher Education",1
"Stardome Observatory","Turitea Observatory","Private not for profit","Private not for profit",5
"Stardome Observatory","University of Auckland","Private not for profit","Higher Education",35
"Stardome Observatory","University of Canterbury","Private not for profit","Higher Education",57
"Stardome Observatory","Victoria University of Wellington","Private not for profit","Higher Education",30
"State Services Commission","Victoria University of Wellington","Government","Higher Education",1
"Statistics New Zealand","University of Auckland","Government","Higher Education",2
"Statistics New Zealand","University of Otago","Government","Higher Education",5
"Statistics New Zealand","Victoria University of Wellington","Government","Higher Education",3
"Steel Construction New Zealand Inc.","University of Auckland","Business Enterprise","Higher Education",1
"Steel Construction New Zealand Inc.","University of Canterbury","Business Enterprise","Higher Education",1
"Stock Monitoring Services Ltd","University of Auckland","Business Enterprise","Higher Education",1
"Stock Monitoring Services Ltd","University of Waikato","Business Enterprise","Higher Education",1
"STOP Adolescent Programme","University of Canterbury","Private not for profit","Higher Education",1
"StratEDGY","Victoria University of Wellington","Business Enterprise","Higher Education",1
"STRATUM Ltd","University of Auckland","Business Enterprise","Higher Education",1
"StretchSense Ltd","University of Auckland","Business Enterprise","Higher Education",7
"Stronger Christchurch Infrastructure Rebuild Team","University of Canterbury","Government","Higher Education",1
"Structex Studio Limited","University of Canterbury","Business Enterprise","Higher Education",1
"Stuart Barnes Optical Design","University of Canterbury","Business Enterprise","Higher Education",2
"Stuart Mitchell Consulting","University of Auckland","Business Enterprise","Higher Education",1
"SubAntarctic Foundation for Ecosystems Research (SAFER)","University of Otago","Private not for profit","Higher Education",2
"SubAntarctic Foundation for Ecosystems Research (SAFER)","University of Waikato","Private not for profit","Higher Education",2
"SUERC Radiocarbon Dating Laboratory","University of Otago","Business Enterprise","Higher Education",1
"SUERC Radiocarbon Dating Laboratory","Victoria University of Wellington","Business Enterprise","Higher Education",1
"Summit-Quinphos (NZ) Ltd","University of Canterbury","Business Enterprise","Higher Education",1
"Supporters of Tiritiri Matangi","Unitec","Private not for profit","Higher Education",1
"Sustainability Society","University of Auckland","Private not for profit","Higher Education",1
"Syft Technologies Ltd","University of Auckland","Business Enterprise","Higher Education",1
"Syft Technologies Ltd","University of Canterbury","Business Enterprise","Higher Education",13
"Syft Technologies Ltd","University of Otago","Business Enterprise","Higher Education",7
"Symes de Silva House","University of Otago","Business Enterprise","Higher Education",1
"Synapt Consulting Limited","Victoria University of Wellington","Business Enterprise","Higher Education",1
"Synergenz Biosciences Ltd","University of Auckland","Business Enterprise","Higher Education",1
"Synergenz Biosciences Ltd","University of Otago","Business Enterprise","Higher Education",2
"Synergia Ltd","University of Auckland","Business Enterprise","Higher Education",6
"Synergia Ltd","University of Otago","Business Enterprise","Higher Education",4
"Synergia Ltd","University of Waikato","Business Enterprise","Higher Education",1
"Synergine","The Kestral Group Ltd.","Business Enterprise","Business Enterprise",2
"T and T Consulting","University of Auckland","Business Enterprise","Higher Education",4
"Tai Tamariki Kindergarten","University of Waikato","Business Enterprise","Higher Education",1
"Tai Wananga Learning Centre","University of Waikato","Higher Education","Higher Education",1
"Taihape Veterinary Services Ltd","The Vet Centre Marlborough Ltd","Business Enterprise","Business Enterprise",1
"Tairawhiti District Health Board","University of Auckland","Government","Higher Education",10
"Tairawhiti District Health Board","University of Otago","Government","Higher Education",5
"Tairawhiti District Health Board","Victoria University of Wellington","Government","Higher Education",1
"Tairawhiti District Health Board","Wairarapa Alcohol and Drug Service","Government","Private not for profit",1
"Tairawhiti District Health Board","Waitemata District Health Board","Government","Government",2
"Tairawhiti District Health Board","Whanganui District Health Board","Government","Government",1
"Tait Communications","University of Canterbury","Business Enterprise","Higher Education",3
"Tait Communications","University of Otago","Business Enterprise","Higher Education",1
"Takapuna Normal Intermediate School","University of Auckland","Government","Higher Education",1
"Tala Pasifika","University of Otago","Private not for profit","Higher Education",2
"Tala Pasifika","Whakauae Research","Private not for profit","Business Enterprise",1
"Tamatea Tairawhiti Limited","University of Auckland","Business Enterprise","Higher Education",1
"TaPasefika PHO","University of Auckland","Private not for profit","Higher Education",2
"Tasman District Council","Tiakina Te Taiao Ltd","Government","Business Enterprise",1
"Tasman District Council","Victoria University of Wellington","Government","Higher Education",1
"Tasman District Council","Wellington City Council","Government","Government",1
"Taste Technologies Ltd.","Westland Milk Products","Business Enterprise","Business Enterprise",1
"Tauranga Urology Research","University of Auckland","Business Enterprise","Higher Education",1
"Tauranga Urology Research","University of Otago","Business Enterprise","Higher Education",1
"Tauranga Urology Research","Waitemata District Health Board","Business Enterprise","Government",1
"Te Arawa Tribal Research Project","University of Canterbury","Private not for profit","Higher Education",1
"Te Awakairangi Health Network","University of Otago","Private not for profit","Higher Education",1
"Te Awamutu Medical Centre","University of Auckland","Business Enterprise","Higher Education",1
"Te Awaroa Foundation","University of Auckland","Private not for profit","Higher Education",1
"Te Kauwhata College","University of Waikato","Government","Higher Education",2
"Te Kura Kaupapa Maori O Te Koutu","University of Auckland","Government","Higher Education",2
"Te Ngahere Ltd","Tonkin and Taylor Ltd.","Business Enterprise","Business Enterprise",1
"Te Ngahere Ltd","University of Auckland","Business Enterprise","Higher Education",1
"Te Omanga Hospice","Tu Kotahi Maori Asthma Trust","Business Enterprise","Private not for profit",1
"Te Papa Tongarewa","Unitec","Private not for profit","Higher Education",3
"Te Papa Tongarewa","University of Auckland","Private not for profit","Higher Education",17
"Te Papa Tongarewa","University of Canterbury","Private not for profit","Higher Education",1
"Te Papa Tongarewa","University of Otago","Private not for profit","Higher Education",18
